alpha,n,mean_advantage,ci_low,ci_high,ci_entirely_positive
1.0,275,3.967924127508131,2.56074886825042,5.546121072828955,1
1.5,275,6.090308532347144,4.614165489647104,7.7053495156111795,1
2.0,275,23.764197223905338,22.248288202642375,25.299293480077722,1
2.5,275,54.546404936517554,53.000040063935145,56.02400715265735,1
