set	method	n_roles	mean_norm	std_norm	mean_dist_to_centroid	std_dist_to_centroid	mean_pairwise_cos	total_var	participation_ratio	top_pc_frac	total_var_unit	participation_ratio_unit	top_pc_frac_unit
full	proposed	274	2.730119466781616	0.2839775085449219	1.0280905961990356	0.2156432867050171	0.8630921244621277	1.1073439121246338	12.615007400512695	0.23626792430877686	0.1369078904390335	14.09061336517334	0.22371166944503784
full	assistant_axis	274	9.677947998046875	0.24007350206375122	1.7977546453475952	0.5690301060676575	0.9621556997299194	3.5675554275512695	10.665218353271484	0.2539083957672119	0.037844281643629074	10.439291000366211	0.26077526807785034
sans_mythical	proposed	227	2.6731247901916504	0.2594507932662964	0.9321093559265137	0.1423082798719406	0.8837419748306274	0.892923891544342	22.26044464111328	0.1238885447382927	0.11625804007053375	25.260221481323242	0.12329495698213577
sans_mythical	assistant_axis	227	9.685848236083984	0.2425365298986435	1.7120563983917236	0.5459739565849304	0.965759813785553	3.2421939373016357	10.57981014251709	0.2561235725879669	0.03424020856618881	10.255407333374023	0.26578134298324585
