role,steered_auc,aa_auc,auc_advantage,steered_monotonic,aa_monotonic,steered_peak_alpha,aa_peak_alpha,steered_slope,aa_slope,slope_advantage,steered_score_1_0,steered_score_2_5,aa_score_1_0,aa_score_2_5,steered_gain,aa_gain
ascetic,38.02046783625731,37.469298245614034,0.5511695906432763,True,False,2.5,1.5,5.118421052631578,-12.63771929824561,17.75614035087719,34.10964912280702,42.00438596491228,38.73684210526316,18.333333333333332,7.89473684210526,-20.403508771929825
assistant,93.06944444444446,69.31359649122807,23.75584795321639,False,False,1.0,1.0,-3.4377192982456193,-51.059649122806995,47.62192982456138,94.70614035087719,89.46491228070175,93.46052631578948,18.394736842105264,-5.241228070175438,-75.06578947368422
auctioneer,49.67982456140351,27.802631578947366,21.87719298245614,True,False,2.5,1.5,21.590350877192968,-15.49999999999999,37.09035087719296,36.526315789473685,68.84210526315789,34.0,11.359649122807017,32.315789473684205,-22.640350877192983
auditor,64.62134502923976,49.58040935672515,15.040935672514614,True,False,2.5,1.5,3.2061403508771944,-33.94210526315787,37.14824561403506,62.728070175438596,67.60526315789474,63.12280701754386,13.114035087719298,4.877192982456144,-50.00877192982456
avatar,71.56652046783626,49.62134502923976,21.945175438596493,True,False,2.5,1.5,21.72631578947367,-25.520175438596475,47.24649122807014,55.44298245614035,87.10526315789474,55.276315789473685,15.49561403508772,31.66228070175439,-39.780701754385966
bard,56.498538011695906,50.3406432748538,6.15789473684211,True,False,2.5,2.0,14.27807017543858,-18.716666666666658,32.99473684210524,47.40350877192982,68.56140350877193,50.85526315789474,18.460526315789473,21.15789473684211,-32.39473684210527
bartender,67.36184210526316,40.31067251461988,27.051169590643283,True,False,2.5,1.5,20.092105263157872,-17.193859649122807,37.285964912280676,50.776315789473685,79.8157894736842,45.8640350877193,20.526315789473685,29.03947368421052,-25.337719298245617
biologist,59.20906432748538,41.09283625730994,18.11622807017544,True,False,2.5,1.0,2.439473684210529,-30.350877192982438,32.790350877192964,57.728070175438596,60.93859649122807,56.29385964912281,12.149122807017545,3.2105263157894726,-44.14473684210526
blogger,81.57748538011697,57.05263157894736,24.524853801169606,True,False,2.5,1.0,7.967543859649116,-36.17807017543857,44.14561403508769,74.57456140350877,86.26754385964912,71.59210526315789,16.662280701754387,11.692982456140356,-54.92982456140351
bohemian,59.28216374269005,52.635964912280706,6.646198830409347,True,False,2.5,2.0,17.274561403508763,-18.356140350877187,35.63070175438595,47.478070175438596,72.89035087719299,52.8859649122807,22.17543859649123,25.41228070175439,-30.71052631578947
builder,75.08333333333333,50.91959064327486,24.16374269005847,True,False,2.5,1.5,9.823684210526306,-30.102631578947356,39.92631578947366,67.8201754385965,82.39035087719299,63.276315789473685,18.355263157894736,14.570175438596493,-44.921052631578945
caregiver,75.96642215071886,61.989079777318125,13.977342373400731,False,False,2.0,1.5,0.8398184325442419,-32.455906688117665,33.295725120661906,72.646288209607,72.8640350877193,72.23580786026201,21.99561403508772,0.2177468781123082,-50.240193825174295
cartographer,55.86769005847953,34.051169590643276,21.816520467836256,True,False,2.5,1.5,12.089473684210525,-23.259649122807005,35.34912280701753,47.68859649122807,65.35087719298245,44.33771929824562,10.37280701754386,17.662280701754383,-33.96491228070175
caveman,23.7719298245614,15.15643274853801,8.61549707602339,True,False,2.5,2.0,25.51228070175437,1.9403508771929807,23.57192982456139,10.482456140350877,49.219298245614034,11.56140350877193,13.973684210526315,38.73684210526316,2.4122807017543852
celebrity,57.39873656119921,36.497468653438546,20.901267907760662,True,False,2.5,1.5,16.643346357159263,-13.871393549375616,30.514739906534878,45.171052631578945,69.52838427947599,41.60087719298246,21.46288209606987,24.35733164789704,-20.13799509691259
chameleon,64.02485380116958,41.26388888888889,22.76096491228069,True,False,2.5,1.5,21.142982456140338,-15.63947368421053,36.78245614035087,50.60087719298246,81.69736842105263,45.8421052631579,21.864035087719298,31.09649122807017,-23.9780701754386
chef,38.871906841339154,26.475254730713246,12.396652110625908,True,False,2.5,1.5,9.900436681222697,-15.097816593886455,24.99825327510915,32.467248908296945,47.314410480349345,33.069868995633186,11.790393013100436,14.8471615720524,-21.27947598253275
chemist,57.598451186189635,39.327507724916366,18.27094346127327,True,False,2.5,1.5,4.514950586072164,-27.898165172757217,32.41311575882938,54.3859649122807,61.31877729257642,52.416666666666664,12.969432314410481,6.932812380295722,-39.44723435225618
chimera,62.361111111111114,39.538742690058484,22.82236842105263,True,False,2.5,1.5,27.458771929824547,-15.893859649122785,43.35263157894733,46.3640350877193,86.8640350877193,43.666666666666664,19.460526315789473,40.5,-24.20614035087719
coach,87.03070175438597,68.8845029239766,18.146198830409375,False,False,1.0,1.0,-7.052631578947359,-41.95526315789473,34.902631578947364,90.20175438596492,78.96491228070175,89.58333333333333,28.837719298245613,-11.236842105263165,-60.74561403508771
collaborator,89.6652046783626,72.08552631578947,17.579678362573134,False,False,1.5,1.0,-0.641228070175434,-42.59298245614034,41.951754385964904,89.10526315789474,88.05263157894737,89.53508771929825,24.32017543859649,-1.05263157894737,-65.21491228070175
collector,56.63157894736842,35.994883040935676,20.63669590643274,True,False,2.5,1.5,9.917543859649117,-20.97456140350877,30.892105263157887,50.20175438596491,65.02631578947368,44.81578947368421,13.837719298245615,14.824561403508774,-30.978070175438596
comedian,53.46637426900585,32.00073099415205,21.465643274853797,True,False,2.5,1.5,25.720175438596478,-18.429824561403496,44.14999999999998,37.1578947368421,74.91228070175438,36.39035087719298,8.201754385964913,37.75438596491228,-28.18859649122807
competitor,70.35526315789474,45.950292397660824,24.404970760233915,True,False,2.5,1.5,16.024561403508766,-23.09385964912279,39.11842105263156,57.728070175438596,81.0701754385965,54.469298245614034,19.767543859649123,23.342105263157897,-34.70175438596491
composer,49.45760233918128,33.47514619883041,15.98245614035087,True,False,2.5,1.5,12.357017543859646,-19.564035087719297,31.921052631578945,41.8421052631579,60.10526315789474,40.828947368421055,11.855263157894736,18.263157894736842,-28.97368421052632
conservator,48.58552631578947,40.718567251461984,7.866959064327489,False,False,1.5,1.5,-1.2807017543859573,-23.292982456140347,22.01228070175439,48.13157894736842,46.30263157894737,50.96052631578947,16.79824561403509,-1.8289473684210478,-34.16228070175438
consultant,85.54020467836256,65.20394736842105,20.3362573099415,False,False,1.0,1.0,-6.627192982456147,-49.209649122807,42.58245614035086,89.16666666666667,79.05701754385964,88.64912280701755,16.732456140350877,-10.109649122807028,-71.91666666666667
contrarian,57.296783625730995,39.183479532163744,18.11330409356725,True,False,2.5,1.5,15.416666666666657,-16.395614035087707,31.812280701754364,47.23684210526316,69.8859649122807,45.333333333333336,20.94298245614035,22.64912280701754,-24.390350877192986
coordinator,81.18551290890981,65.43215480477029,15.753358104139522,False,False,1.5,1.5,-4.473764651804186,-42.44569830690261,37.97193365509842,82.60526315789474,75.39301310043668,82.97368421052632,19.475982532751093,-7.212250057458064,-63.497701677775225
coral_reef,74.72222222222221,50.56213450292398,24.160087719298232,True,False,2.5,1.5,20.42192982456138,-26.42631578947367,46.84824561403505,60.530701754385966,91.00438596491227,59.71491228070175,19.210526315789473,30.473684210526308,-40.50438596491228
cosmopolitan,81.54020467836257,63.33845029239766,18.20175438596491,False,False,2.0,1.0,0.9578947368420969,-37.89035087719298,38.84824561403508,79.32894736842105,80.79824561403508,78.9780701754386,21.57894736842105,1.469298245614027,-57.39912280701755
counselor,80.29312865497076,68.97953216374269,11.313596491228068,False,False,1.5,1.5,1.178947368421053,-37.26052631578944,38.4394736842105,78.5,80.60087719298245,82.70175438596492,26.359649122807017,2.100877192982452,-56.342105263157904
criminal,46.66812865497076,22.191520467836256,24.476608187134502,True,False,2.5,1.5,33.463157894736824,-8.216666666666667,41.67982456140349,26.70614035087719,75.4780701754386,24.236842105263158,12.763157894736842,48.77192982456141,-11.473684210526315
critic,72.31133328225951,40.69053091243393,31.620802369825583,True,False,2.5,1.0,3.519114379836046,-29.80926223856584,33.32837661840188,69.73799126637554,74.88646288209607,54.86026200873363,11.253275109170305,5.148471615720524,-43.606986899563324
crystalline,79.8391812865497,50.7266081871345,29.1125730994152,True,False,2.5,1.5,13.920175438596472,-34.16929824561403,48.0894736842105,69.9780701754386,90.64473684210526,64.16228070175438,13.399122807017545,20.666666666666657,-50.763157894736835
curator,61.396929824561404,44.82090643274854,16.576023391812868,True,False,2.5,1.0,2.770175438596496,-29.548245614035064,32.318421052631564,58.69736842105263,62.833333333333336,58.13157894736842,14.671052631578947,4.135964912280706,-43.46052631578947
cyborg,66.55701754385964,37.22587719298246,29.331140350877185,True,False,2.5,1.5,25.111403508771918,-19.513157894736825,44.62456140350874,50.67982456140351,87.51315789473684,44.973684210526315,15.50438596491228,36.83333333333333,-29.469298245614034
cynic,49.319444444444436,34.780701754385966,14.53874269005847,True,False,2.5,1.5,19.526315789473674,-12.061403508771924,31.5877192982456,38.21052631578947,67.48684210526316,37.71052631578947,19.25438596491228,29.276315789473692,-18.45614035087719
daredevil,65.82894736842105,39.063596491228076,26.76535087719298,True,False,2.5,1.5,26.387719298245596,-11.863157894736833,38.25087719298243,44.53508771929825,82.80701754385964,41.0,21.95175438596491,38.2719298245614,-19.04824561403509
debugger,69.07017543859648,46.86111111111111,22.209064327485372,True,False,2.5,1.0,6.410526315789474,-28.071929824561398,34.48245614035087,64.36842105263158,73.36842105263158,59.578947368421055,18.37719298245614,9.0,-41.20175438596492
demon,41.46052631578948,26.34795321637427,15.112573099415211,True,False,2.5,1.5,26.54210526315788,-9.805263157894732,36.34736842105261,29.32894736842105,69.76754385964912,27.29385964912281,11.635964912280702,40.43859649122807,-15.657894736842106
designer,68.84576023391813,48.022660818713454,20.823099415204673,True,False,2.5,1.0,6.975438596491219,-32.24649122807017,39.221929824561386,64.21929824561404,74.68859649122807,62.574561403508774,15.43859649122807,10.469298245614027,-47.135964912280706
destroyer,48.66228070175438,28.070175438596493,20.59210526315789,True,False,2.5,1.5,25.34298245614034,-13.404385964912276,38.74736842105261,33.89473684210526,70.71929824561404,32.46491228070175,12.192982456140351,36.82456140350878,-20.271929824561404
detective,61.272660818713454,38.49195906432749,22.780701754385966,True,False,2.5,1.5,15.428070175438592,-22.13684210526315,37.56491228070174,51.62719298245614,74.64912280701755,48.32017543859649,16.00877192982456,23.02192982456141,-32.31140350877193
devils_advocate,66.18055555555556,39.682017543859644,26.498538011695913,True,False,2.5,1.0,17.901754385964896,-21.07719298245613,38.978947368421025,54.228070175438596,80.74122807017544,49.416666666666664,18.596491228070175,26.513157894736842,-30.82017543859649
dilettante,72.95248538011695,46.58187134502924,26.370614035087712,True,False,2.5,1.5,20.651754385964903,-19.94210526315788,40.593859649122784,56.38157894736842,86.3157894736842,53.03947368421053,23.399122807017545,29.934210526315788,-29.640350877192983
dispatcher,64.02631578947368,50.29093567251462,13.735380116959064,False,False,2.0,1.5,1.1885964912280595,-30.66315789473682,31.85175438596488,61.71052631578947,63.01754385964912,62.6359649122807,17.390350877192983,1.3070175438596507,-45.24561403508771
divorcee,57.21345029239766,42.904970760233915,14.308479532163744,True,False,2.5,1.5,15.088596491228058,-16.258771929824555,31.347368421052614,46.5921052631579,68.08333333333333,47.33771929824562,22.785087719298247,21.49122807017543,-24.55263157894737
doctor,60.137184299905506,50.30150795474859,9.83567634515692,False,False,1.5,1.5,-0.2731479353405341,-30.383724048111524,30.11057611277099,59.71615720524017,59.38427947598253,63.7117903930131,20.283842794759824,-0.33187772925764136,-43.42794759825328
dreamer,70.03216374269006,49.16154970760234,20.87061403508772,True,False,2.5,1.5,24.76842105263157,-23.3877192982456,48.156140350877166,52.85964912280702,88.94736842105263,52.63157894736842,14.802631578947368,36.08771929824561,-37.82894736842105
echo,77.67543859649123,56.459064327485386,21.216374269005847,True,False,2.5,1.5,15.525438596491215,-32.598245614035086,48.1236842105263,67.4780701754386,89.79385964912281,66.14912280701755,13.868421052631579,22.315789473684205,-52.28070175438597
economist,58.89181286549708,44.478070175438596,14.413742690058484,False,False,1.5,1.5,-0.8807017543859637,-32.866666666666646,31.985964912280682,58.96491228070175,57.92982456140351,59.43859649122807,11.885964912280702,-1.0350877192982466,-47.55263157894737
ecosystem,58.71418128654971,42.08479532163742,16.629385964912288,True,False,2.5,1.5,15.387719298245605,-22.014035087719282,37.401754385964885,50.324561403508774,73.77631578947368,49.73684210526316,16.228070175438596,23.45175438596491,-33.50877192982456
editor,67.81213450292398,46.23245614035088,21.579678362573105,False,False,1.5,1.0,-0.1596491228070224,-36.02456140350874,35.864912280701716,67.1359649122807,67.00877192982456,63.46491228070175,11.842105263157896,-0.12719298245613686,-51.622807017543856
egregore,49.42105263157894,27.413011695906434,22.008040935672504,True,False,2.5,1.5,31.918421052631555,-11.422807017543855,43.34122807017541,32.07017543859649,79.85087719298245,30.19736842105263,12.324561403508772,47.78070175438596,-17.872807017543856
elder,63.7733918128655,52.154970760233915,11.618421052631582,True,False,2.5,1.5,11.378070175438594,-25.70087719298244,37.078947368421034,56.3421052631579,73.37719298245614,59.1140350877193,18.385964912280702,17.03508771929824,-40.7280701754386
eldritch,45.65277777777777,24.14327485380117,21.5095029239766,True,False,2.5,1.5,37.185087719298224,-9.113157894736842,46.29824561403507,25.736842105263158,81.14473684210526,24.912280701754387,10.692982456140351,55.4078947368421,-14.219298245614036
emissary,76.87353801169591,62.088450292397674,14.78508771929824,True,False,2.5,1.5,3.7508771929824474,-34.011403508771906,37.76228070175436,74.21052631578948,79.37280701754386,75.19298245614036,24.092105263157894,5.1622807017543835,-51.100877192982466
empath,73.48326055312955,61.37190684133916,12.111353711790393,True,False,2.5,1.5,9.274235807860263,-27.60611353711789,36.88034934497815,66.51965065502183,79.89082969432314,66.29257641921397,21.572052401746724,13.37117903930131,-44.72052401746725
engineer,79.60233918128655,56.99780701754386,22.60453216374269,True,False,2.5,1.0,3.7438596491228004,-38.157894736842096,41.90175438596489,76.46052631578948,81.80263157894737,74.82894736842105,19.342105263157894,5.34210526315789,-55.486842105263165
entrepreneur,80.8391812865497,57.14181286549708,23.697368421052623,True,False,2.5,1.5,5.1464912280701824,-31.376315789473672,36.522807017543855,75.87719298245614,83.4298245614035,70.94736842105263,26.210526315789473,7.55263157894737,-44.73684210526316
evaluator,85.31213450292398,64.51315789473685,20.798976608187132,False,False,1.0,1.0,-5.65701754385964,-48.23859649122807,42.581578947368435,88.65350877192982,79.74561403508773,88.38157894736842,18.92543859649123,-8.907894736842096,-69.45614035087719
evangelist,72.58625730994152,53.09649122807017,19.489766081871345,True,False,2.5,1.5,7.535964912280699,-32.57719298245611,40.11315789473681,67.25877192982456,78.54824561403508,63.70175438596491,13.701754385964913,11.28947368421052,-50.0
examiner,79.93494152046783,61.119152046783626,18.815789473684205,False,False,1.0,1.0,-6.554385964912288,-45.910526315789454,39.35614035087717,83.49561403508773,73.63157894736842,84.08333333333333,18.20175438596491,-9.864035087719301,-65.88157894736841
exile,46.502192982456144,33.67763157894737,12.824561403508774,True,False,2.5,1.5,16.750877192982447,-12.839473684210525,29.59035087719297,37.08771929824562,61.530701754385966,37.28508771929825,17.55263157894737,24.44298245614035,-19.732456140350877
expatriate,70.95833333333333,46.353070175438596,24.605263157894733,True,False,2.5,1.5,12.585087719298244,-23.58947368421052,36.17456140350876,60.5,79.0219298245614,55.68421052631579,20.986842105263158,18.521929824561397,-34.69736842105263
facilitator,84.51535087719299,69.46198830409357,15.05336257309942,False,False,1.0,1.0,-6.475438596491235,-43.26491228070173,36.78947368421049,87.59649122807018,77.87280701754386,87.46929824561404,22.478070175438596,-9.723684210526315,-64.99122807017545
familiar,77.99415204678363,50.11695906432749,27.877192982456137,True,False,2.5,1.5,14.964912280701752,-29.791228070175414,44.75614035087717,66.80701754385964,88.50877192982456,59.6578947368421,14.078947368421053,21.701754385964918,-45.57894736842105
fixer,74.67470760233918,42.376461988304094,32.29824561403509,True,False,2.5,1.5,20.128947368421034,-18.34736842105263,38.47631578947366,56.64473684210526,86.2280701754386,49.728070175438596,22.69736842105263,29.583333333333343,-27.030701754385966
flaneur,65.71929824561403,44.33771929824562,21.38157894736841,True,False,2.5,1.5,20.77631578947367,-18.51666666666664,39.29298245614031,51.16228070175438,81.75877192982456,47.63157894736842,17.36842105263158,30.596491228070178,-30.26315789473684
fool,63.53654970760234,52.796783625730995,10.739766081871345,True,False,2.5,2.0,31.52105263157893,8.487719298245615,23.033333333333314,41.64035087719298,87.03508771929825,40.75877192982456,51.35526315789474,45.39473684210527,10.596491228070178
forecaster,76.49853801169591,54.45248538011696,22.046052631578952,True,False,2.5,1.0,1.5026315789473539,-38.92017543859647,40.422807017543825,75.58333333333333,77.76754385964912,72.14473684210526,14.692982456140351,2.1842105263157947,-57.45175438596491
futurist,76.39546783625731,58.41959064327485,17.97587719298246,True,False,2.5,1.5,3.664912280701767,-37.69385964912279,41.358771929824556,73.65350877192982,79.06140350877193,73.08771929824562,16.31578947368421,5.40789473684211,-56.77192982456141
gamer,37.812865497076025,25.94078947368421,11.872076023391816,True,False,2.5,1.5,8.249999999999993,-15.183333333333328,23.433333333333323,33.780701754385966,45.87719298245614,32.67982456140351,11.228070175438596,12.096491228070171,-21.45175438596491
generalist,92.79824561403508,68.7375730994152,24.06067251461988,False,False,2.0,1.0,-0.46842105263156975,-47.768421052631574,47.300000000000004,92.84210526315789,92.03508771929825,90.69298245614036,20.17982456140351,-0.8070175438596436,-70.51315789473685
genie,49.8983918128655,39.39108187134503,10.507309941520468,True,False,2.5,1.5,13.312280701754377,-15.950877192982453,29.26315789473683,42.64473684210526,62.78947368421053,41.925438596491226,16.62280701754386,20.144736842105267,-25.302631578947366
geographer,57.33187134502924,39.85672514619883,17.47514619883041,True,False,2.5,1.0,5.204385964912284,-27.89736842105262,33.1017543859649,54.526315789473685,62.29824561403509,53.01754385964912,11.798245614035087,7.771929824561404,-41.219298245614034
ghost,47.58040935672515,31.233187134502927,16.34722222222222,True,False,2.5,1.5,28.973684210526304,-11.933333333333334,40.90701754385964,31.81578947368421,75.6842105263158,33.01315789473684,14.166666666666666,43.86842105263159,-18.846491228070178
golem,42.53654970760234,30.227339181286553,12.309210526315788,True,False,2.5,1.5,15.01754385964911,-15.379824561403497,30.397368421052608,35.08771929824562,58.00877192982456,35.79824561403509,12.302631578947368,22.921052631578945,-23.49561403508772
gossip,51.92324561403509,36.04459064327485,15.878654970760238,True,False,2.5,1.5,21.55350877192981,-12.168421052631572,33.721929824561386,39.219298245614034,70.61842105263158,38.99122807017544,20.37280701754386,31.39912280701754,-18.61842105263158
grader,84.71783625730994,65.51535087719297,19.20248538011697,False,False,1.0,1.0,-5.974561403508777,-47.12631578947366,41.15175438596488,87.76315789473684,79.09649122807018,88.5701754385965,20.021929824561404,-8.666666666666657,-68.5482456140351
graduate,83.57383040935672,59.290204678362564,24.283625730994153,True,False,2.5,1.5,5.814912280701756,-35.46140350877191,41.276315789473664,77.99561403508773,86.4298245614035,73.3201754385965,20.13157894736842,8.43421052631578,-53.18859649122807
grandparent,63.59941520467836,51.853070175438596,11.746345029239762,True,False,2.5,1.5,14.418421052631567,-21.255263157894724,35.67368421052629,53.71052631578947,74.84210526315789,56.35087719298246,24.135964912280702,21.131578947368418,-32.21491228070175
guardian,76.95029239766082,53.90789473684211,23.042397660818708,True,False,2.5,1.5,5.826315789473698,-34.41666666666663,40.242982456140325,73.1798245614035,81.41666666666667,68.04385964912281,16.79824561403509,8.236842105263165,-51.24561403508772
guide,91.7090643274854,70.17251461988305,21.536549707602347,False,False,1.5,1.0,-3.9657894736842105,-48.54824561403505,44.582456140350835,93.19736842105263,87.41666666666667,92.2280701754386,20.394736842105264,-5.780701754385959,-71.83333333333334
guru,65.56140350877193,61.38669590643275,4.174707602339183,True,False,2.5,1.5,6.180701754385952,-30.34649122807016,36.527192982456114,60.91228070175438,69.84210526315789,67.67543859649123,19.662280701754387,8.929824561403507,-48.01315789473685
hacker,55.92763157894736,30.85233918128655,25.075292397660814,True,False,2.5,1.5,24.15614035087717,-14.925438596491222,39.08157894736839,40.71052631578947,76.54824561403508,36.53947368421053,15.109649122807017,35.83771929824561,-21.42982456140351
healer,72.69371345029239,60.882309941520454,11.811403508771939,True,False,2.5,1.5,8.792105263157895,-31.2859649122807,40.0780701754386,66.0657894736842,79.00877192982456,69.74561403508773,20.592105263157894,12.942982456140356,-49.153508771929836
hedonist,45.13609898107715,28.786026200873362,16.350072780203785,True,False,2.5,1.5,16.290829694323133,-14.130131004366806,30.42096069868994,33.5589519650655,57.64192139737991,34.109170305676855,13.34061135371179,24.082969432314407,-20.768558951965066
hermit,45.83187134502924,38.69809941520469,7.1337719298245545,True,False,2.5,2.0,13.944736842105256,-13.81228070175438,27.757017543859636,37.42982456140351,58.30701754385965,40.1140350877193,16.55701754385965,20.877192982456144,-23.55701754385965
historian,52.984649122807014,38.9671052631579,14.017543859649116,True,False,2.5,1.0,3.8359649122806903,-24.30526315789472,28.141228070175412,50.29824561403509,56.328947368421055,50.79385964912281,14.824561403508772,6.030701754385966,-35.969298245614034
hive,52.07675438596491,34.380847953216374,17.695906432748536,True,False,2.5,1.5,21.215789473684193,-15.916666666666655,37.13245614035085,40.24122807017544,72.0701754385965,38.50438596491228,13.114035087719298,31.828947368421055,-25.390350877192983
hoarder,49.415935672514614,31.709064327485383,17.70687134502923,True,False,2.5,1.5,25.359649122807,-3.907017543859647,29.266666666666644,34.64035087719298,72.26754385964912,32.5921052631579,27.25877192982456,37.627192982456144,-5.333333333333336
homunculus,65.69736842105263,36.772660818713454,28.924707602339176,True,False,2.5,1.5,28.896491228070165,-15.345614035087705,44.24210526315787,46.473684210526315,88.62280701754386,41.17982456140351,17.412280701754387,42.14912280701755,-23.76754385964912
