method,alpha,mean,median,std,pct_positive,pct_exceeds_one
assistant_axis,1.0,0.0,0.0,0.0,0.0,0.0
assistant_axis,1.5,-0.0352372224236573,0.043112273916505635,0.8565771129193478,0.7709090909090909,0.007272727272727273
assistant_axis,2.0,-1.5997507025964282,-0.1869013316719881,11.805401250175752,0.2109090909090909,0.025454545454545455
assistant_axis,2.5,-3.909561683799045,-0.7737099402498641,26.54224926273126,0.04363636363636364,0.025454545454545455
steered,1.0,0.0,0.0,0.0,0.0,0.0
steered,1.5,0.14555514270222938,0.10565162378743155,1.4355550616520123,0.9163636363636364,0.007272727272727273
steered,2.0,0.33180098427669646,0.2887916894477859,2.483572951214871,0.8872727272727273,0.02181818181818182
steered,2.5,0.6149514316282022,0.49452672247263385,5.590957618717164,0.8581818181818182,0.07636363636363637
