role,alpha,method,score,start_score,gap_to_baseline,gap_closed
builder,2.0,steered,77.77631578947368,67.8201754385965,11.223684210526315,0.47007662041830606
builder,2.0,assistant_axis,48.09649122807018,63.276315789473685,40.90350877192982,-0.5901108269394714
builder,2.5,steered,82.39035087719299,67.8201754385965,6.6096491228070136,0.6879271070615036
builder,2.5,assistant_axis,18.355263157894736,63.276315789473685,70.64473684210526,-1.7462915601023017
caregiver,1.0,steered,72.646288209607,72.646288209607,16.353711790393007,0.0
caregiver,1.0,assistant_axis,72.23580786026201,72.23580786026201,16.764192139737986,0.0
caregiver,1.5,steered,75.79912663755458,72.646288209607,13.20087336244542,0.19279038718290986
caregiver,1.5,assistant_axis,75.20524017467248,72.23580786026201,13.794759825327517,0.17712946079708192
caregiver,2.0,steered,79.34497816593887,72.646288209607,9.655021834061131,0.40961281708945263
caregiver,2.0,assistant_axis,63.646288209606986,72.23580786026201,25.353711790393014,-0.5123730138056791
caregiver,2.5,steered,72.8640350877193,72.646288209607,16.1359649122807,0.013314829128896822
caregiver,2.5,assistant_axis,21.99561403508772,72.23580786026201,67.00438596491227,-2.9968753284618175
cartographer,1.0,steered,47.68859649122807,47.68859649122807,41.31140350877193,0.0
cartographer,1.0,assistant_axis,44.33771929824562,44.33771929824562,44.66228070175438,0.0
cartographer,1.5,steered,51.81140350877193,47.68859649122807,37.18859649122807,0.09979828007219459
cartographer,1.5,assistant_axis,44.60087719298246,44.33771929824562,44.39912280701754,0.005892173229892967
cartographer,2.0,steered,59.27192982456141,47.68859649122807,29.72807017543859,0.2803906996496445
cartographer,2.0,assistant_axis,30.19736842105263,44.33771929824562,58.80263157894737,-0.31660610821958174
cartographer,2.5,steered,65.35087719298245,47.68859649122807,23.649122807017548,0.4275400785646034
cartographer,2.5,assistant_axis,10.37280701754386,44.33771929824562,78.62719298245614,-0.7604831582048512
caveman,1.0,steered,10.482456140350877,10.482456140350877,78.51754385964912,0.0
caveman,1.0,assistant_axis,11.56140350877193,11.56140350877193,77.43859649122807,0.0
caveman,1.5,steered,15.057017543859647,10.482456140350877,73.94298245614036,0.05826164674338061
caveman,1.5,assistant_axis,15.11842105263158,11.56140350877193,73.88157894736842,0.04593339374716812
caveman,2.0,steered,26.407894736842103,10.482456140350877,62.5921052631579,0.20282649983242093
caveman,2.0,assistant_axis,17.583333333333332,11.56140350877193,71.41666666666667,0.07776393294064339
caveman,2.5,steered,49.219298245614034,10.482456140350877,39.780701754385966,0.4933526980225673
caveman,2.5,assistant_axis,13.973684210526317,11.56140350877193,75.02631578947368,0.0311508835523335
celebrity,1.0,steered,45.17105263157895,45.17105263157895,43.82894736842105,0.0
celebrity,1.0,assistant_axis,41.60087719298246,41.60087719298246,47.39912280701754,0.0
celebrity,1.5,steered,52.35087719298246,45.17105263157895,36.64912280701754,0.16381467026918842
celebrity,1.5,assistant_axis,43.45175438596491,41.60087719298246,45.54824561403509,0.039048764689552984
celebrity,2.0,steered,62.49561403508772,45.17105263157895,26.50438596491228,0.3952766936855798
celebrity,2.0,assistant_axis,34.50877192982456,41.60087719298246,54.49122807017544,-0.14962524289812165
celebrity,2.5,steered,69.52838427947599,45.17105263157895,19.471615720524014,0.5557361768958795
celebrity,2.5,assistant_axis,21.46288209606987,41.60087719298246,67.53711790393012,-0.4248600797720062
chameleon,1.0,steered,50.60087719298246,50.60087719298246,38.39912280701754,0.0
chameleon,1.0,assistant_axis,45.8421052631579,45.8421052631579,43.1578947368421,0.0
chameleon,1.5,steered,56.75,50.60087719298246,32.25,0.16013706453455162
chameleon,1.5,assistant_axis,48.10087719298246,45.8421052631579,40.89912280701754,0.05233739837398375
chameleon,2.0,steered,69.17543859649123,50.60087719298246,19.824561403508767,0.48372358652198755
chameleon,2.0,assistant_axis,41.83771929824562,45.8421052631579,47.16228070175438,-0.09278455284552846
chameleon,2.5,steered,81.69736842105263,50.60087719298246,7.30263157894737,0.8098229583095373
chameleon,2.5,assistant_axis,21.864035087719294,45.8421052631579,67.13596491228071,-0.5555894308943091
chef,1.0,steered,32.467248908296945,32.467248908296945,56.532751091703055,0.0
chef,1.0,assistant_axis,33.069868995633186,33.069868995633186,55.930131004366814,0.0
chef,1.5,steered,35.88209606986899,32.467248908296945,53.11790393013101,0.06040475822647915
