role,alpha,total,steered_missing,steered_malformed,steered_duplicate,baseline_missing,baseline_malformed,assistant_axis_missing,assistant_axis_malformed,assistant_axis_duplicate
linguist,1.5,228,0,0,0,0,0,0,0,0
linguist,2.0,228,0,0,0,0,0,0,0,0
linguist,2.5,228,0,0,0,0,0,0,0,0
loner,1.0,228,0,0,0,0,0,0,0,0
loner,1.5,228,0,0,0,0,0,0,0,0
loner,2.0,228,0,0,0,0,0,0,0,0
loner,2.5,228,0,0,0,0,0,0,0,0
luddite,1.0,228,0,0,0,0,0,0,0,0
luddite,1.5,228,0,0,0,0,0,0,0,0
luddite,2.0,228,0,0,0,0,0,0,0,0
luddite,2.5,228,0,0,0,0,0,0,0,0
marketer,1.0,228,0,0,0,0,0,0,0,0
marketer,1.5,228,0,0,0,0,0,0,0,0
marketer,2.0,228,0,0,0,0,1,0,0,0
marketer,2.5,228,0,0,0,0,1,0,0,0
martyr,1.0,228,85,0,0,85,0,0,0,0
martyr,1.5,228,85,0,0,85,0,0,0,0
martyr,2.0,228,85,0,0,85,0,0,0,0
martyr,2.5,228,85,0,0,85,0,85,0,0
mathematician,1.0,228,116,0,0,116,0,0,0,0
mathematician,1.5,228,116,0,0,116,0,0,0,0
mathematician,2.0,228,117,0,0,117,0,0,0,0
mathematician,2.5,228,117,0,0,117,0,117,0,0
maverick,1.0,228,0,0,0,0,0,0,0,0
maverick,1.5,228,0,0,0,0,0,0,0,0
maverick,2.0,228,0,0,0,0,0,0,0,0
maverick,2.5,228,0,0,0,0,0,0,0,0
mechanic,1.0,228,17,0,0,17,0,0,0,0
mechanic,1.5,228,17,0,0,17,0,0,0,0
mechanic,2.0,228,17,0,0,17,0,17,0,211
mechanic,2.5,228,17,0,0,17,0,17,0,211
mediator,1.0,228,0,0,0,0,0,0,0,0
mediator,1.5,228,0,0,0,0,0,0,0,0
mediator,2.0,228,0,0,0,0,0,0,0,0
mediator,2.5,228,0,0,0,0,0,0,0,0
mentor,1.0,228,0,0,0,0,0,0,0,0
mentor,1.5,228,0,0,0,0,0,0,0,0
mentor,2.0,228,0,0,0,0,0,0,0,0
mentor,2.5,228,0,0,0,0,0,0,0,0
merchant,1.0,228,0,0,0,0,0,0,0,0
merchant,1.5,228,0,0,0,0,0,0,0,0
merchant,2.0,228,0,0,0,0,0,0,0,0
merchant,2.5,228,0,0,0,0,0,0,0,0
minimalist,1.0,228,82,0,0,82,0,0,0,0
minimalist,1.5,228,82,0,0,82,0,0,0,0
minimalist,2.0,228,82,0,0,82,0,0,0,0
minimalist,2.5,228,82,0,0,82,0,82,0,0
musician,1.0,228,0,0,0,0,0,0,0,0
musician,1.5,228,0,0,0,0,0,0,0,0
musician,2.0,228,0,0,0,0,0,0,0,0
musician,2.5,228,0,0,0,0,0,0,0,0
mycorrhizal,1.0,228,0,0,0,0,0,0,0,0
mycorrhizal,1.5,228,0,0,0,0,0,0,0,0
mycorrhizal,2.0,228,0,0,0,0,0,0,0,0
mycorrhizal,2.5,228,0,0,0,0,0,0,0,0
mystic,1.0,228,0,0,0,0,0,0,0,0
mystic,1.5,228,0,0,0,0,0,0,0,0
mystic,2.0,228,0,0,0,0,0,0,0,0
mystic,2.5,228,0,0,0,0,0,0,0,0
narcissist,1.0,228,0,0,0,0,0,0,0,0
narcissist,1.5,228,0,0,0,0,0,0,0,0
narcissist,2.0,228,0,0,0,0,0,0,0,0
narcissist,2.5,228,0,0,0,0,0,0,0,0
narrator,1.0,228,0,0,0,0,0,0,0,0
narrator,1.5,228,0,0,0,0,0,0,0,0
narrator,2.0,228,0,0,0,0,0,0,0,0
narrator,2.5,228,0,0,0,0,0,0,0,0
naturalist,1.0,228,0,0,0,0,0,0,0,0
naturalist,1.5,228,0,0,0,0,0,0,0,0
naturalist,2.0,228,0,0,0,0,0,0,0,0
naturalist,2.5,228,0,0,0,0,0,0,0,0
navigator,1.0,228,0,0,0,0,0,0,0,228
navigator,1.5,228,0,0,0,0,0,0,0,228
navigator,2.0,228,0,0,0,0,0,0,0,228
navigator,2.5,228,0,0,0,0,0,0,0,228
negotiator,1.0,228,0,0,0,0,0,0,0,0
negotiator,1.5,228,0,0,0,0,0,0,0,0
negotiator,2.0,228,0,0,0,0,0,0,0,0
negotiator,2.5,228,0,0,0,0,0,0,0,0
networker,1.0,228,0,0,0,0,0,0,0,0
networker,1.5,228,0,0,0,0,0,0,0,0
networker,2.0,228,0,0,0,0,0,0,0,0
networker,2.5,228,0,0,0,0,0,0,0,0
newlywed,1.0,228,0,0,0,0,0,0,0,0
newlywed,1.5,228,0,0,0,0,0,0,0,0
newlywed,2.0,228,0,0,0,0,0,0,0,0
newlywed,2.5,228,0,0,0,0,0,0,0,0
nomad,1.0,228,80,0,0,80,0,0,0,0
nomad,1.5,228,81,0,0,81,0,0,0,0
nomad,2.0,228,81,0,0,81,0,0,0,0
nomad,2.5,228,81,0,0,81,0,81,0,0
novelist,1.0,228,9,0,0,9,0,9,0,0
novelist,1.5,228,9,0,0,9,0,9,0,0
novelist,2.0,228,9,0,0,9,0,9,0,219
novelist,2.5,228,9,0,0,9,0,9,0,219
nutritionist,1.0,228,0,0,0,0,0,0,0,0
nutritionist,1.5,228,0,0,0,0,0,0,0,0
nutritionist,2.0,228,0,0,0,0,0,0,0,0
nutritionist,2.5,228,0,0,0,0,0,0,0,0
observer,1.0,228,0,0,0,0,0,0,0,228
observer,1.5,228,0,0,0,0,0,0,0,228
observer,2.0,228,0,0,0,0,0,0,0,228
observer,2.5,228,0,0,0,0,0,0,0,228
optimist,1.0,229,214,0,0,214,0,214,0,0
optimist,1.5,229,214,0,0,214,0,214,0,0
optimist,2.0,229,214,0,0,214,0,214,0,0
optimist,2.5,229,214,0,0,214,0,214,0,0
oracle,1.0,228,0,0,0,0,0,0,0,0
oracle,1.5,228,0,0,0,0,0,0,0,0
oracle,2.0,228,0,0,0,0,0,0,0,0
oracle,2.5,228,0,1,0,0,0,0,0,0
organizer,1.0,228,0,0,0,0,0,0,0,0
organizer,1.5,228,0,0,0,0,0,0,0,0
organizer,2.0,228,0,0,0,0,0,0,0,0
organizer,2.5,228,0,0,0,0,0,0,0,0
orphan,1.0,228,0,0,0,0,0,0,0,0
orphan,1.5,228,0,0,0,0,0,0,0,0
orphan,2.0,228,0,0,0,0,0,0,0,0
orphan,2.5,228,0,0,0,0,0,0,0,0
pacifist,1.0,228,0,0,0,0,0,0,0,0
pacifist,1.5,228,0,0,0,0,0,0,0,0
pacifist,2.0,228,0,0,0,0,0,0,0,0
pacifist,2.5,228,0,0,0,0,0,0,0,0
paramedic,1.0,228,0,0,0,0,0,0,0,0
paramedic,1.5,228,0,0,0,0,0,0,0,0
paramedic,2.0,228,0,0,0,0,0,0,0,0
paramedic,2.5,228,0,0,0,0,0,0,0,0
parasite,1.0,228,0,0,0,0,0,0,0,0
parasite,1.5,228,0,0,0,0,0,0,0,0
parasite,2.0,228,0,0,0,0,0,0,0,0
parasite,2.5,228,0,0,0,0,0,0,0,0
parent,1.0,228,0,0,0,0,0,0,0,0
parent,1.5,228,0,0,0,0,0,0,0,0
parent,2.0,228,0,0,0,0,0,0,0,0
parent,2.5,228,0,0,0,0,0,0,0,0
patient,1.0,228,0,0,0,0,0,0,0,0
patient,1.5,228,0,0,0,0,0,0,0,0
patient,2.0,228,0,0,0,0,0,0,0,0
patient,2.5,228,0,0,0,0,0,0,0,0
peacekeeper,1.0,228,0,0,0,0,0,0,0,0
peacekeeper,1.5,228,0,0,0,0,0,0,0,0
peacekeeper,2.0,228,0,0,0,0,0,0,0,0
peacekeeper,2.5,228,0,0,0,0,0,0,0,0
perfectionist,1.0,228,0,0,0,0,0,0,0,0
perfectionist,1.5,228,0,0,0,0,0,0,0,0
perfectionist,2.0,228,0,0,0,0,0,0,0,0
perfectionist,2.5,228,0,1,0,0,0,0,0,0
pharmacist,1.0,228,0,0,0,0,0,0,0,0
pharmacist,1.5,228,0,0,0,0,0,0,0,0
pharmacist,2.0,228,0,0,0,0,0,0,0,0
pharmacist,2.5,228,0,0,0,0,0,0,0,0
philosopher,1.0,229,147,0,0,147,0,0,0,0
philosopher,1.5,229,147,0,0,147,0,0,0,0
philosopher,2.0,229,147,0,0,147,0,0,0,0
philosopher,2.5,229,148,0,0,148,0,148,0,0
photographer,1.0,228,0,0,0,0,0,0,0,0
photographer,1.5,228,0,0,0,0,0,0,0,0
photographer,2.0,228,0,0,0,0,0,0,0,0
photographer,2.5,228,0,0,0,0,0,0,0,0
physicist,1.0,228,0,0,0,0,0,0,0,0
physicist,1.5,228,0,0,0,0,0,0,0,0
physicist,2.0,228,0,0,0,0,0,0,0,0
physicist,2.5,228,0,0,0,0,0,0,0,0
pilgrim,1.0,228,16,0,0,16,0,0,0,0
pilgrim,1.5,228,16,0,0,16,0,0,0,0
pilgrim,2.0,228,16,0,0,16,0,0,0,0
pilgrim,2.5,228,16,0,0,16,0,16,0,0
pilot,1.0,228,0,0,0,0,0,0,0,0
pilot,1.5,228,0,0,0,0,0,0,0,0
pilot,2.0,228,0,0,0,0,0,0,0,0
pilot,2.5,228,0,0,0,0,0,0,0,0
pirate,1.0,228,0,0,0,0,0,0,0,228
pirate,1.5,228,0,0,0,0,0,0,0,228
pirate,2.0,228,0,0,0,0,0,0,0,228
pirate,2.5,228,0,0,0,0,0,0,0,228
planner,1.0,228,0,0,0,0,0,0,0,0
planner,1.5,228,0,0,0,0,0,0,0,0
planner,2.0,228,0,0,0,0,0,0,0,0
planner,2.5,228,0,0,0,0,0,0,0,0
playwright,1.0,228,0,0,0,0,0,0,0,0
playwright,1.5,228,0,0,0,0,0,0,0,0
playwright,2.0,228,0,0,0,0,0,0,0,0
playwright,2.5,228,0,0,0,0,0,0,0,0
podcaster,1.0,228,0,0,0,0,0,0,0,0
podcaster,1.5,228,0,0,0,0,0,0,0,0
podcaster,2.0,228,0,0,0,0,0,0,0,0
podcaster,2.5,228,0,0,0,0,0,0,0,0
poet,1.0,228,0,0,0,0,0,0,0,0
poet,1.5,228,0,0,0,0,0,0,0,0
poet,2.0,228,0,0,0,0,0,0,0,0
poet,2.5,228,0,1,0,0,0,0,0,0
polymath,1.0,228,0,0,0,0,0,0,0,0
polymath,1.5,228,0,0,0,0,0,0,0,0
polymath,2.0,228,0,0,0,0,0,0,0,0
polymath,2.5,228,0,0,0,0,0,0,0,0
pragmatist,1.0,229,229,0,0,229,0,0,0,0
pragmatist,1.5,229,229,0,0,229,0,0,0,0
pragmatist,2.0,229,229,0,0,229,0,0,0,0
pragmatist,2.5,229,229,0,0,229,0,229,0,0
predator,1.0,228,0,0,0,0,0,0,0,0
predator,1.5,228,0,0,0,0,0,0,0,0
predator,2.0,228,0,0,0,0,0,0,0,0
predator,2.5,228,0,0,0,0,0,0,0,0
presenter,1.0,228,0,0,0,0,0,0,0,228
presenter,1.5,228,0,0,0,0,0,0,0,228
presenter,2.0,228,0,0,0,0,0,0,0,228
presenter,2.5,228,0,0,0,0,0,0,0,228
prey,1.0,228,0,0,0,0,0,0,0,0
prey,1.5,228,0,0,0,0,0,0,0,0
prey,2.0,228,0,0,0,0,0,0,0,0
prey,2.5,228,0,0,0,0,0,0,0,0
prisoner,1.0,228,0,0,0,0,0,0,0,0
prisoner,1.5,228,0,0,0,0,0,0,0,0
prisoner,2.0,228,0,0,0,0,0,0,0,0
prisoner,2.5,228,0,0,0,0,0,0,0,0
procrastinator,1.0,228,0,0,0,0,0,0,0,0
procrastinator,1.5,228,0,0,0,0,0,0,0,0
procrastinator,2.0,228,0,0,0,0,0,0,0,0
procrastinator,2.5,228,0,0,0,0,0,0,0,0
prodigy,1.0,228,0,0,0,0,0,0,0,0
prodigy,1.5,228,0,0,0,0,0,0,0,0
prodigy,2.0,228,0,0,0,0,0,0,0,0
prodigy,2.5,228,0,0,0,0,0,0,0,0
producer,1.0,228,0,0,0,0,0,0,0,228
producer,1.5,228,0,0,0,0,0,0,0,228
producer,2.0,228,0,0,0,0,0,0,0,228
producer,2.5,228,0,0,0,0,0,0,0,228
programmer,1.0,228,0,0,0,0,0,0,0,0
programmer,1.5,228,0,0,0,0,0,0,0,0
programmer,2.0,228,0,0,0,0,0,0,0,0
programmer,2.5,228,0,0,0,0,0,0,0,0
proofreader,1.0,228,0,0,0,0,0,0,0,0
proofreader,1.5,228,0,0,0,0,0,0,0,0
proofreader,2.0,228,0,0,0,0,0,0,0,0
proofreader,2.5,228,0,0,0,0,0,0,0,0
prophet,1.0,228,0,0,0,0,0,0,0,0
prophet,1.5,228,0,0,0,0,0,0,0,0
prophet,2.0,228,0,0,0,0,0,0,0,0
prophet,2.5,228,0,0,0,0,0,0,0,0
provincial,1.0,228,0,0,0,0,0,0,0,0
provincial,1.5,228,0,0,0,0,0,0,0,0
provincial,2.0,228,0,0,0,0,0,0,0,0
provincial,2.5,228,0,0,0,0,0,0,0,0
provocateur,1.0,228,0,0,0,0,0,0,0,0
provocateur,1.5,228,0,0,0,0,0,0,0,0
provocateur,2.0,228,0,0,0,0,0,0,0,0
provocateur,2.5,228,0,0,0,0,0,0,0,0
psychologist,1.0,228,0,0,0,0,0,0,0,0
psychologist,1.5,228,0,0,0,0,0,0,0,0
psychologist,2.0,228,0,0,0,0,0,0,0,0
psychologist,2.5,228,0,0,0,0,0,0,0,0
publisher,1.0,228,0,0,0,0,0,0,0,228
publisher,1.5,228,0,0,0,0,0,0,0,228
publisher,2.0,228,0,0,0,0,0,0,0,228
publisher,2.5,228,0,0,0,0,0,0,0,228
purist,1.0,228,0,0,0,0,0,0,0,0
purist,1.5,228,0,0,0,0,0,0,0,0
purist,2.0,228,0,0,0,0,0,0,0,0
purist,2.5,228,0,0,0,0,0,0,0,0
realist,1.0,228,0,0,0,0,0,0,0,0
realist,1.5,228,0,0,0,0,0,0,0,0
realist,2.0,228,0,0,0,0,0,0,0,0
realist,2.5,228,0,0,0,0,0,0,0,0
rebel,1.0,228,0,0,0,0,0,0,0,0
rebel,1.5,228,0,0,0,0,0,0,0,0
rebel,2.0,228,0,0,0,0,0,0,0,0
rebel,2.5,228,0,0,0,0,0,0,0,0
recruiter,1.0,228,0,0,0,0,0,0,0,0
recruiter,1.5,228,0,0,0,0,0,0,0,0
recruiter,2.0,228,0,0,0,0,0,0,0,0
recruiter,2.5,228,0,0,0,0,0,0,0,0
refugee,1.0,228,0,0,0,0,0,0,0,0
refugee,1.5,228,0,0,0,0,0,0,0,0
refugee,2.0,228,0,0,0,0,0,0,0,0
refugee,2.5,228,0,0,0,0,0,0,0,0
reporter,1.0,228,2,0,0,2,0,2,0,226
reporter,1.5,228,2,0,0,2,0,2,0,226
reporter,2.0,228,2,0,0,2,0,2,0,226
reporter,2.5,228,2,0,0,2,0,2,0,226
researcher,1.0,228,0,0,0,0,0,0,0,0
researcher,1.5,228,0,0,0,0,0,0,0,0
researcher,2.0,228,0,0,0,0,0,0,0,0
researcher,2.5,228,0,0,0,0,0,0,0,0
retiree,1.0,228,0,0,0,0,0,0,0,0
retiree,1.5,228,0,0,0,0,0,0,0,0
retiree,2.0,228,0,0,0,0,0,0,0,0
retiree,2.5,228,0,0,0,0,0,0,0,0
revenant,1.0,228,0,0,0,0,0,0,0,0
revenant,1.5,228,0,0,0,0,0,0,0,0
revenant,2.0,228,0,0,0,0,0,0,0,0
revenant,2.5,228,0,0,0,0,0,0,0,0
reviewer,1.0,228,0,0,0,0,0,0,0,0
reviewer,1.5,228,0,0,0,0,0,0,0,0
reviewer,2.0,228,0,0,0,0,0,0,0,0
reviewer,2.5,228,0,0,0,0,0,0,0,0
revolutionary,1.0,228,0,0,0,0,0,0,0,0
revolutionary,1.5,228,0,0,0,0,0,0,0,0
revolutionary,2.0,228,0,0,0,0,0,0,0,0
revolutionary,2.5,228,0,0,0,0,0,0,0,0
robot,1.0,228,0,0,0,0,0,0,0,0
robot,1.5,228,0,1,0,0,0,0,0,0
robot,2.0,228,0,0,0,0,0,0,0,0
robot,2.5,228,0,0,0,0,0,0,0,0
rogue,1.0,228,4,0,0,4,0,4,0,223
rogue,1.5,228,5,0,0,5,0,5,0,223
rogue,2.0,228,5,0,0,5,0,5,0,223
rogue,2.5,228,5,0,0,5,0,5,0,223
romantic,1.0,229,227,0,0,227,0,0,0,0
romantic,1.5,228,227,0,0,227,0,0,0,0
romantic,2.0,228,227,0,0,227,0,0,0,0
romantic,2.5,228,227,0,0,227,0,227,0,0
saboteur,1.0,228,0,0,0,0,0,0,0,228
saboteur,1.5,228,0,0,0,0,0,0,0,228
saboteur,2.0,228,0,0,0,0,0,0,0,228
saboteur,2.5,228,0,0,0,0,0,0,0,228
sage,1.0,228,0,0,0,0,0,0,0,0
sage,1.5,228,0,0,0,0,0,0,0,0
sage,2.0,228,0,0,0,0,0,0,0,0
sage,2.5,228,0,0,0,0,0,0,0,0
scheduler,1.0,228,0,0,0,0,0,0,0,228
scheduler,1.5,228,0,0,0,0,0,0,0,228
scheduler,2.0,228,0,0,0,0,0,0,0,228
scheduler,2.5,228,0,0,0,0,0,0,0,228
scholar,1.0,228,0,0,0,0,0,0,0,0
scholar,1.5,228,0,0,0,0,0,0,0,0
scholar,2.0,228,0,0,0,0,0,0,0,0
scholar,2.5,228,0,0,0,0,0,0,0,0
scientist,1.0,229,131,0,0,131,0,0,0,0
scientist,1.5,229,131,0,0,131,0,0,0,0
scientist,2.0,228,131,0,0,131,0,0,0,0
scientist,2.5,229,132,0,0,132,0,132,0,0
screener,1.0,228,0,0,0,0,0,0,0,228
screener,1.5,228,0,0,0,0,0,0,0,228
screener,2.0,228,0,0,0,0,0,0,0,228
screener,2.5,228,0,0,0,0,0,0,0,228
secretary,1.0,228,1,0,0,1,0,1,0,227
secretary,1.5,228,1,0,0,1,0,1,0,227
secretary,2.0,228,1,0,0,1,0,1,0,227
secretary,2.5,228,2,0,0,2,0,2,0,226
shaman,1.0,228,0,0,0,0,0,0,0,0
shaman,1.5,228,0,0,0,0,0,0,0,0
shaman,2.0,228,0,0,0,0,0,0,0,0
shaman,2.5,228,0,0,0,0,0,0,0,0
shapeshifter,1.0,228,0,1,0,0,0,0,0,0
shapeshifter,1.5,228,0,0,0,0,0,0,0,0
shapeshifter,2.0,228,0,0,0,0,0,0,0,0
shapeshifter,2.5,228,0,1,0,0,0,0,0,0
simulacrum,1.0,228,0,0,0,0,0,0,0,0
simulacrum,1.5,228,0,0,0,0,0,0,0,0
simulacrum,2.0,228,0,0,0,0,0,0,0,0
simulacrum,2.5,228,0,0,0,0,0,0,0,0
skeptic,1.0,228,0,0,0,0,0,0,0,0
skeptic,1.5,228,0,0,0,0,0,0,0,0
skeptic,2.0,228,0,0,0,0,0,0,0,0
skeptic,2.5,228,0,0,0,0,0,0,0,0
smuggler,1.0,228,0,0,0,0,0,0,0,228
smuggler,1.5,228,0,0,0,0,0,0,0,228
smuggler,2.0,228,0,0,0,0,0,0,0,228
smuggler,2.5,228,0,0,0,0,0,0,0,228
sociologist,1.0,228,0,0,0,0,0,0,0,0
sociologist,1.5,228,0,0,0,0,0,0,0,0
sociologist,2.0,228,0,0,0,0,0,0,0,0
sociologist,2.5,228,0,0,0,0,0,0,0,0
soldier,1.0,228,0,0,0,0,0,0,0,0
soldier,1.5,228,0,0,0,0,0,0,0,0
soldier,2.0,228,0,0,0,0,0,0,0,0
soldier,2.5,228,0,0,0,0,0,0,0,0
sommelier,1.0,228,0,0,0,0,0,0,0,0
sommelier,1.5,228,0,0,0,0,0,0,0,0
sommelier,2.0,228,0,0,0,0,0,0,0,0
sommelier,2.5,228,0,0,0,0,0,0,0,0
specialist,1.0,228,0,0,0,0,0,0,0,228
specialist,1.5,228,0,0,0,0,0,0,0,228
specialist,2.0,228,0,0,0,0,0,0,0,228
specialist,2.5,228,0,0,0,0,0,0,0,228
spirit,1.0,228,0,0,0,0,0,0,0,0
spirit,1.5,228,0,0,0,0,0,0,0,0
spirit,2.0,228,0,0,0,0,0,0,0,0
spirit,2.5,228,0,0,0,0,0,0,0,0
spy,1.0,228,0,0,0,0,0,0,0,0
spy,1.5,228,0,0,0,0,0,0,0,0
spy,2.0,228,0,0,0,0,0,0,0,0
spy,2.5,228,0,0,0,0,0,0,0,0
statistician,1.0,228,0,0,0,0,0,0,0,0
statistician,1.5,228,0,0,0,0,1,0,0,0
statistician,2.0,228,0,0,0,0,2,0,0,0
statistician,2.5,228,0,0,0,0,2,0,0,0
stoic,1.0,228,91,0,0,91,0,0,0,0
stoic,1.5,228,91,0,0,91,0,0,0,0
stoic,2.0,228,92,0,0,92,0,0,0,0
stoic,2.5,228,92,0,0,92,0,92,0,0
strategist,1.0,228,0,0,0,0,0,0,0,0
strategist,1.5,228,0,0,0,0,0,0,0,0
strategist,2.0,228,0,0,0,0,0,0,0,0
strategist,2.5,228,0,0,0,0,0,0,0,0
student,1.0,228,0,0,0,0,0,0,0,0
student,1.5,228,0,0,0,0,0,0,0,0
student,2.0,228,0,0,0,0,0,0,0,0
student,2.5,228,0,0,0,0,0,0,0,0
summarizer,1.0,228,0,0,0,0,0,0,0,0
summarizer,1.5,228,0,0,0,0,0,0,0,0
summarizer,2.0,228,0,0,0,0,0,0,0,0
summarizer,2.5,228,0,0,0,0,0,0,0,0
supervisor,1.0,228,33,0,0,33,0,33,0,195
supervisor,1.5,228,33,0,0,33,0,33,0,195
supervisor,2.0,228,33,0,0,33,0,33,0,195
supervisor,2.5,228,33,0,0,33,0,33,0,195
surfer,1.0,228,0,0,0,0,0,0,0,0
surfer,1.5,228,0,0,0,0,0,0,0,0
surfer,2.0,228,0,1,0,0,0,0,0,0
surfer,2.5,228,0,0,0,0,0,0,0,0
survivor,1.0,228,0,0,0,0,0,0,0,0
survivor,1.5,228,0,0,0,0,0,0,0,0
survivor,2.0,228,0,0,0,0,0,0,0,0
survivor,2.5,228,0,0,0,0,0,0,0,0
swarm,1.0,228,0,0,0,0,0,0,0,0
swarm,1.5,228,0,0,0,0,0,0,0,0
swarm,2.0,228,0,0,0,0,0,0,0,0
swarm,2.5,228,0,0,0,0,0,0,0,0
symbiont,1.0,228,0,0,0,0,0,0,0,0
symbiont,1.5,228,0,0,0,0,0,0,0,0
symbiont,2.0,228,0,0,0,0,0,0,0,0
symbiont,2.5,228,0,0,0,0,0,0,0,0
synthesizer,1.0,228,0,0,0,0,0,0,0,0
synthesizer,1.5,228,0,0,0,0,0,0,0,0
synthesizer,2.0,228,0,0,0,0,0,0,0,0
synthesizer,2.5,228,0,0,0,0,0,0,0,0
teacher,1.0,228,0,0,0,0,0,0,0,0
teacher,1.5,228,0,0,0,0,0,0,0,0
teacher,2.0,228,0,0,0,0,0,0,0,0
teacher,2.5,228,0,0,0,0,0,0,0,0
technologist,1.0,228,0,0,0,0,0,0,0,0
technologist,1.5,228,0,0,0,0,0,0,0,0
technologist,2.0,228,0,0,0,0,0,0,0,0
technologist,2.5,228,0,0,0,0,0,0,0,0
teenager,1.0,228,13,0,0,13,0,0,0,0
teenager,1.5,228,13,0,0,13,0,0,0,0
teenager,2.0,228,13,0,0,13,0,13,0,215
teenager,2.5,228,13,0,0,13,0,13,0,215
theorist,1.0,228,0,0,0,0,0,0,0,0
theorist,1.5,228,0,0,0,0,0,0,0,0
theorist,2.0,228,0,0,0,0,0,0,0,0
theorist,2.5,228,0,0,0,0,0,0,0,0
therapist,1.0,228,0,0,0,0,0,0,0,0
therapist,1.5,228,0,0,0,0,0,0,0,0
therapist,2.0,228,0,0,0,0,0,0,0,0
therapist,2.5,228,0,0,0,0,0,0,0,0
toddler,1.0,228,0,0,0,0,0,0,0,0
toddler,1.5,228,0,1,0,0,0,0,0,0
toddler,2.0,228,0,0,0,0,0,0,0,0
toddler,2.5,228,0,0,0,0,0,0,0,0
traditionalist,1.0,228,2,0,0,2,0,2,0,0
traditionalist,1.5,228,2,0,0,2,0,2,0,0
traditionalist,2.0,228,2,0,0,2,0,2,0,0
traditionalist,2.5,228,2,0,0,2,0,2,0,0
trainer,1.0,228,0,1,0,0,0,0,0,0
trainer,1.5,228,0,0,0,0,0,0,0,0
trainer,2.0,228,0,0,0,0,0,0,0,0
trainer,2.5,228,0,0,0,0,0,0,0,0
translator,1.0,228,0,0,0,0,0,0,0,0
translator,1.5,228,0,0,0,0,0,0,0,0
translator,2.0,228,0,0,0,0,0,0,0,0
translator,2.5,228,0,0,0,0,0,0,0,0
tree,1.0,228,25,0,0,25,0,25,0,203
tree,1.5,228,25,0,0,25,0,25,0,203
tree,2.0,228,25,0,0,25,0,25,0,203
tree,2.5,228,26,0,0,26,0,26,0,202
trickster,1.0,228,0,0,0,0,0,0,0,0
trickster,1.5,228,0,0,0,0,0,0,0,0
trickster,2.0,228,0,0,0,0,0,0,0,0
trickster,2.5,228,0,0,0,0,0,0,0,0
tulpa,1.0,228,0,0,0,0,0,0,0,0
tulpa,1.5,228,0,0,0,0,0,0,0,0
tulpa,2.0,228,0,0,0,0,0,0,0,0
tulpa,2.5,228,0,0,0,0,0,0,0,0
tutor,1.0,228,0,0,0,0,0,0,0,0
tutor,1.5,228,0,0,0,0,0,0,0,0
tutor,2.0,228,0,0,0,0,0,0,0,0
tutor,2.5,228,0,0,0,0,0,0,0,0
validator,1.0,228,0,0,0,0,0,0,0,228
validator,1.5,228,0,0,0,0,0,0,0,228
validator,2.0,228,0,0,0,0,0,0,0,228
validator,2.5,228,0,0,0,0,0,0,0,228
vampire,1.0,228,0,0,0,0,0,0,0,0
vampire,1.5,228,0,0,0,0,0,0,0,0
vampire,2.0,228,0,0,0,0,0,0,0,0
vampire,2.5,228,0,0,0,0,0,0,0,0
vegan,1.0,228,0,0,0,0,0,0,0,0
vegan,1.5,228,0,0,0,0,0,0,0,0
vegan,2.0,228,0,0,0,0,0,0,0,0
vegan,2.5,228,0,0,0,0,0,0,0,0
veteran,1.0,228,0,0,0,0,0,0,0,0
veteran,1.5,228,0,0,0,0,0,0,0,0
veteran,2.0,228,0,0,0,0,0,0,0,0
veteran,2.5,228,0,0,0,0,0,0,0,0
veterinarian,1.0,228,0,0,0,0,0,0,0,0
veterinarian,1.5,228,0,0,0,0,0,0,0,0
veterinarian,2.0,228,0,0,0,0,0,0,0,0
veterinarian,2.5,228,0,0,0,0,0,0,0,0
vigilante,1.0,228,0,0,0,0,0,0,0,228
vigilante,1.5,228,0,0,0,0,0,0,0,228
vigilante,2.0,228,0,0,0,0,0,0,0,228
vigilante,2.5,228,0,0,0,0,0,0,0,228
virtuoso,1.0,228,0,0,0,0,0,0,0,0
virtuoso,1.5,228,0,0,0,0,0,0,0,0
virtuoso,2.0,228,0,0,0,0,0,0,0,0
virtuoso,2.5,228,0,0,0,0,0,0,0,0
virus,1.0,228,0,0,0,0,0,0,0,0
virus,1.5,228,0,0,0,0,0,0,0,0
virus,2.0,228,0,0,0,0,0,0,0,0
virus,2.5,228,0,0,0,0,0,0,0,0
visionary,1.0,228,0,0,0,0,0,0,0,0
visionary,1.5,228,0,0,0,0,0,0,0,0
visionary,2.0,228,0,0,0,0,0,0,0,0
visionary,2.5,228,0,0,0,0,0,0,0,0
void,1.0,228,0,0,0,0,0,0,0,0
void,1.5,228,0,0,0,0,0,0,0,0
void,2.0,228,0,0,0,0,0,0,0,0
void,2.5,228,0,0,0,0,0,0,0,0
wanderer,1.0,228,0,0,0,0,0,0,0,0
wanderer,1.5,228,0,0,0,0,0,0,0,0
wanderer,2.0,228,0,0,0,0,0,0,0,0
wanderer,2.5,228,0,0,0,0,0,0,0,0
warrior,1.0,228,0,0,0,0,0,0,0,0
warrior,1.5,228,0,0,0,0,0,0,0,0
warrior,2.0,228,0,0,0,0,0,0,0,0
warrior,2.5,228,0,0,0,0,0,0,0,0
whale,1.0,228,0,0,0,0,0,0,0,0
whale,1.5,228,0,0,0,0,0,0,0,0
