n,steered_mean_peak,aa_mean_peak,mean_advantage,median_advantage,win_rate,wilcoxon_stat,p_value,effect_r
275,73.02978235584993,53.94786708732928,19.081915268520646,15.526315789473678,0.8727272727272727,36472.0,2.1167682388230798e-40,0.4788871210580921
