role,steered_peak_alpha,steered_peak_score,aa_peak_alpha,aa_peak_score,peak_advantage,steered_wins
tree,2.5,85.48245614035088,1.5,44.58771929824562,40.89473684210526,True
trickster,2.5,85.39473684210526,1.5,34.16228070175438,51.23245614035088,True
tulpa,2.5,69.0701754385965,1.5,45.77192982456141,23.298245614035082,True
tutor,1.0,91.91228070175438,1.0,20.789473684210527,71.12280701754386,True
validator,1.0,80.29824561403508,1.0,82.4298245614035,-2.131578947368425,False
vampire,2.5,23.74561403508772,1.5,21.32894736842105,2.416666666666668,True
vegan,2.5,39.328947368421055,1.5,36.35087719298246,2.978070175438596,True
veteran,2.5,78.10526315789474,1.5,45.39035087719298,32.71491228070176,True
veterinarian,2.5,45.083333333333336,1.5,40.82456140350877,4.258771929824569,True
vigilante,2.5,53.20175438596491,1.5,28.82894736842105,24.37280701754386,True
virtuoso,2.5,69.9298245614035,1.5,52.18859649122807,17.74122807017544,True
virus,2.5,43.776315789473685,2.0,8.570175438596491,35.20614035087719,True
visionary,2.5,81.69298245614036,1.5,76.85526315789474,4.8377192982456165,True
void,2.5,74.24122807017544,1.5,35.824561403508774,38.416666666666664,True
wanderer,2.5,65.76315789473684,1.5,50.60087719298246,15.162280701754376,True
warrior,2.5,61.30701754385965,1.5,41.17105263157895,20.1359649122807,True
whale,2.5,80.50438596491227,1.5,36.44298245614035,44.061403508771924,True
widow,2.5,65.24561403508773,1.5,37.70175438596491,27.543859649122815,True
wind,2.5,87.34497816593887,2.0,48.07423580786026,39.27074235807861,True
witch,2.5,61.65350877192982,1.5,31.11842105263158,30.535087719298243,True
witness,2.5,78.00438596491227,1.5,45.70175438596491,32.30263157894736,True
workaholic,2.5,74.61842105263158,1.5,53.07456140350877,21.54385964912281,True
wraith,2.5,61.03508771929825,1.5,29.635964912280706,31.39912280701754,True
writer,2.5,80.99122807017544,1.0,13.530701754385966,67.46052631578948,True
zealot,2.5,68.8157894736842,1.0,13.486842105263158,55.32894736842105,True
zeitgeist,2.5,85.00877192982456,1.5,73.8201754385965,11.188596491228068,True
